trade_date,underlier,expiry_date,strike,option_type,instrument_name,filename
2022-11-07,BANKNIFTY,2022-11-10,41300,CE,BANKNIFTY22111041300CE,BANKNIFTY22111041300CE.csv
2022-11-07,BANKNIFTY,2022-11-10,41300,PE,BANKNIFTY22111041300PE,BANKNIFTY22111041300PE.csv
2022-11-07,BANKNIFTY,2022-11-10,41400,CE,BANKNIFTY22111041400CE,BANKNIFTY22111041400CE.csv
2022-11-07,BANKNIFTY,2022-11-10,41400,PE,BANKNIFTY22111041400PE,BANKNIFTY22111041400PE.csv
2022-11-07,BANKNIFTY,2022-11-10,41500,CE,BANKNIFTY22111041500CE,BANKNIFTY22111041500CE.csv
2022-11-07,BANKNIFTY,2022-11-10,41500,PE,BANKNIFTY22111041500PE,BANKNIFTY22111041500PE.csv
2022-11-07,BANKNIFTY,2022-11-10,41600,CE,BANKNIFTY22111041600CE,BANKNIFTY22111041600CE.csv
2022-11-07,BANKNIFTY,2022-11-10,41600,PE,BANKNIFTY22111041600PE,BANKNIFTY22111041600PE.csv
2022-11-07,BANKNIFTY,2022-11-10,41700,CE,BANKNIFTY22111041700CE,BANKNIFTY22111041700CE.csv
2022-11-07,BANKNIFTY,2022-11-10,41700,PE,BANKNIFTY22111041700PE,BANKNIFTY22111041700PE.csv
2022-11-07,BANKNIFTY,2022-11-10,41800,CE,BANKNIFTY22111041800CE,BANKNIFTY22111041800CE.csv
2022-11-07,BANKNIFTY,2022-11-10,41800,PE,BANKNIFTY22111041800PE,BANKNIFTY22111041800PE.csv
2022-11-07,BANKNIFTY,2022-11-10,41900,CE,BANKNIFTY22111041900CE,BANKNIFTY22111041900CE.csv
2022-11-07,BANKNIFTY,2022-11-10,41900,PE,BANKNIFTY22111041900PE,BANKNIFTY22111041900PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42000,CE,BANKNIFTY22111042000CE,BANKNIFTY22111042000CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42000,PE,BANKNIFTY22111042000PE,BANKNIFTY22111042000PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42100,CE,BANKNIFTY22111042100CE,BANKNIFTY22111042100CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42100,PE,BANKNIFTY22111042100PE,BANKNIFTY22111042100PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42200,CE,BANKNIFTY22111042200CE,BANKNIFTY22111042200CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42200,PE,BANKNIFTY22111042200PE,BANKNIFTY22111042200PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42300,CE,BANKNIFTY22111042300CE,BANKNIFTY22111042300CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42300,PE,BANKNIFTY22111042300PE,BANKNIFTY22111042300PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42400,CE,BANKNIFTY22111042400CE,BANKNIFTY22111042400CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42400,PE,BANKNIFTY22111042400PE,BANKNIFTY22111042400PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42500,CE,BANKNIFTY22111042500CE,BANKNIFTY22111042500CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42500,PE,BANKNIFTY22111042500PE,BANKNIFTY22111042500PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42600,CE,BANKNIFTY22111042600CE,BANKNIFTY22111042600CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42600,PE,BANKNIFTY22111042600PE,BANKNIFTY22111042600PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42700,CE,BANKNIFTY22111042700CE,BANKNIFTY22111042700CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42700,PE,BANKNIFTY22111042700PE,BANKNIFTY22111042700PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42800,CE,BANKNIFTY22111042800CE,BANKNIFTY22111042800CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42800,PE,BANKNIFTY22111042800PE,BANKNIFTY22111042800PE.csv
2022-11-07,BANKNIFTY,2022-11-10,42900,CE,BANKNIFTY22111042900CE,BANKNIFTY22111042900CE.csv
2022-11-07,BANKNIFTY,2022-11-10,42900,PE,BANKNIFTY22111042900PE,BANKNIFTY22111042900PE.csv
2022-11-07,BANKNIFTY,2022-11-10,43000,CE,BANKNIFTY22111043000CE,BANKNIFTY22111043000CE.csv
2022-11-07,BANKNIFTY,2022-11-10,43000,PE,BANKNIFTY22111043000PE,BANKNIFTY22111043000PE.csv
2022-11-07,BANKNIFTY,2022-11-10,43100,CE,BANKNIFTY22111043100CE,BANKNIFTY22111043100CE.csv
2022-11-07,BANKNIFTY,2022-11-10,43100,PE,BANKNIFTY22111043100PE,BANKNIFTY22111043100PE.csv
2022-11-07,BANKNIFTY,2022-11-10,43200,CE,BANKNIFTY22111043200CE,BANKNIFTY22111043200CE.csv
2022-11-07,BANKNIFTY,2022-11-10,43200,PE,BANKNIFTY22111043200PE,BANKNIFTY22111043200PE.csv
2022-11-07,BANKNIFTY,2022-11-10,43300,CE,BANKNIFTY22111043300CE,BANKNIFTY22111043300CE.csv
2022-11-07,BANKNIFTY,2022-11-10,43300,PE,BANKNIFTY22111043300PE,BANKNIFTY22111043300PE.csv
2022-11-07,BANKNIFTY,2022-11-10,43500,CE,BANKNIFTY22111043500CE,BANKNIFTY22111043500CE.csv
2022-11-07,BANKNIFTY,2022-11-10,43500,PE,BANKNIFTY22111043500PE,BANKNIFTY22111043500PE.csv
2022-11-07,BANKNIFTY,2022-11-10,44000,CE,BANKNIFTY22111044000CE,BANKNIFTY22111044000CE.csv
2022-11-07,BANKNIFTY,2022-11-10,44000,PE,BANKNIFTY22111044000PE,BANKNIFTY22111044000PE.csv
2022-11-07,BANKNIFTY,2022-11-10,44500,CE,BANKNIFTY22111044500CE,BANKNIFTY22111044500CE.csv
2022-11-07,BANKNIFTY,2022-11-10,44500,PE,BANKNIFTY22111044500PE,BANKNIFTY22111044500PE.csv
2022-11-07,BANKNIFTY,2022-11-10,45000,CE,BANKNIFTY22111045000CE,BANKNIFTY22111045000CE.csv
2022-11-07,BANKNIFTY,2022-11-10,45500,CE,BANKNIFTY22111045500CE,BANKNIFTY22111045500CE.csv
2022-11-07,BANKNIFTY,2022-11-10,46000,CE,BANKNIFTY22111046000CE,BANKNIFTY22111046000CE.csv
2022-11-07,BANKNIFTY,2022-11-10,46500,CE,BANKNIFTY22111046500CE,BANKNIFTY22111046500CE.csv
2022-11-07,BANKNIFTY,2022-11-10,46500,PE,BANKNIFTY22111046500PE,BANKNIFTY22111046500PE.csv
2022-11-07,NIFTY,2022-11-10,14800,PE,NIFTY22111014800PE,NIFTY22111014800PE.csv
2022-11-07,NIFTY,2022-11-10,14850,PE,NIFTY22111014850PE,NIFTY22111014850PE.csv
2022-11-07,NIFTY,2022-11-10,14900,PE,NIFTY22111014900PE,NIFTY22111014900PE.csv
2022-11-07,NIFTY,2022-11-10,14950,PE,NIFTY22111014950PE,NIFTY22111014950PE.csv
2022-11-07,NIFTY,2022-11-10,15000,PE,NIFTY22111015000PE,NIFTY22111015000PE.csv
2022-11-07,NIFTY,2022-11-10,15050,PE,NIFTY22111015050PE,NIFTY22111015050PE.csv
2022-11-07,NIFTY,2022-11-10,15100,CE,NIFTY22111015100CE,NIFTY22111015100CE.csv
2022-11-07,NIFTY,2022-11-10,15100,PE,NIFTY22111015100PE,NIFTY22111015100PE.csv
2022-11-07,NIFTY,2022-11-10,15150,PE,NIFTY22111015150PE,NIFTY22111015150PE.csv
2022-11-07,NIFTY,2022-11-10,15200,PE,NIFTY22111015200PE,NIFTY22111015200PE.csv
2022-11-07,NIFTY,2022-11-10,15250,PE,NIFTY22111015250PE,NIFTY22111015250PE.csv
2022-11-07,NIFTY,2022-11-10,15300,PE,NIFTY22111015300PE,NIFTY22111015300PE.csv
2022-11-07,NIFTY,2022-11-10,15350,PE,NIFTY22111015350PE,NIFTY22111015350PE.csv
2022-11-07,NIFTY,2022-11-10,15400,PE,NIFTY22111015400PE,NIFTY22111015400PE.csv
2022-11-07,NIFTY,2022-11-10,15450,PE,NIFTY22111015450PE,NIFTY22111015450PE.csv
2022-11-07,NIFTY,2022-11-10,15500,PE,NIFTY22111015500PE,NIFTY22111015500PE.csv
2022-11-07,NIFTY,2022-11-10,15550,PE,NIFTY22111015550PE,NIFTY22111015550PE.csv
2022-11-07,NIFTY,2022-11-10,15600,PE,NIFTY22111015600PE,NIFTY22111015600PE.csv
2022-11-07,NIFTY,2022-11-10,15650,PE,NIFTY22111015650PE,NIFTY22111015650PE.csv
2022-11-07,NIFTY,2022-11-10,15700,PE,NIFTY22111015700PE,NIFTY22111015700PE.csv
2022-11-07,NIFTY,2022-11-10,15750,PE,NIFTY22111015750PE,NIFTY22111015750PE.csv
2022-11-07,NIFTY,2022-11-10,15800,PE,NIFTY22111015800PE,NIFTY22111015800PE.csv
2022-11-07,NIFTY,2022-11-10,15850,PE,NIFTY22111015850PE,NIFTY22111015850PE.csv
2022-11-07,NIFTY,2022-11-10,15900,PE,NIFTY22111015900PE,NIFTY22111015900PE.csv
2022-11-07,NIFTY,2022-11-10,15950,PE,NIFTY22111015950PE,NIFTY22111015950PE.csv
2022-11-07,NIFTY,2022-11-10,16000,CE,NIFTY22111016000CE,NIFTY22111016000CE.csv
2022-11-07,NIFTY,2022-11-10,16000,PE,NIFTY22111016000PE,NIFTY22111016000PE.csv
2022-11-07,NIFTY,2022-11-10,16050,PE,NIFTY22111016050PE,NIFTY22111016050PE.csv
2022-11-07,NIFTY,2022-11-10,16100,PE,NIFTY22111016100PE,NIFTY22111016100PE.csv
2022-11-07,NIFTY,2022-11-10,16150,PE,NIFTY22111016150PE,NIFTY22111016150PE.csv
2022-11-07,NIFTY,2022-11-10,16200,CE,NIFTY22111016200CE,NIFTY22111016200CE.csv
2022-11-07,NIFTY,2022-11-10,16200,PE,NIFTY22111016200PE,NIFTY22111016200PE.csv
2022-11-07,NIFTY,2022-11-10,16250,PE,NIFTY22111016250PE,NIFTY22111016250PE.csv
2022-11-07,NIFTY,2022-11-10,16300,PE,NIFTY22111016300PE,NIFTY22111016300PE.csv
2022-11-07,NIFTY,2022-11-10,16350,PE,NIFTY22111016350PE,NIFTY22111016350PE.csv
2022-11-07,NIFTY,2022-11-10,16400,CE,NIFTY22111016400CE,NIFTY22111016400CE.csv
2022-11-07,NIFTY,2022-11-10,16400,PE,NIFTY22111016400PE,NIFTY22111016400PE.csv
2022-11-07,NIFTY,2022-11-10,16450,PE,NIFTY22111016450PE,NIFTY22111016450PE.csv
2022-11-07,NIFTY,2022-11-10,16500,CE,NIFTY22111016500CE,NIFTY22111016500CE.csv
2022-11-07,NIFTY,2022-11-10,16500,PE,NIFTY22111016500PE,NIFTY22111016500PE.csv
2022-11-07,NIFTY,2022-11-10,16550,PE,NIFTY22111016550PE,NIFTY22111016550PE.csv
2022-11-07,NIFTY,2022-11-10,16600,CE,NIFTY22111016600CE,NIFTY22111016600CE.csv
2022-11-07,NIFTY,2022-11-10,16600,PE,NIFTY22111016600PE,NIFTY22111016600PE.csv
2022-11-07,NIFTY,2022-11-10,16650,PE,NIFTY22111016650PE,NIFTY22111016650PE.csv
2022-11-07,NIFTY,2022-11-10,16700,PE,NIFTY22111016700PE,NIFTY22111016700PE.csv
2022-11-07,NIFTY,2022-11-10,16750,PE,NIFTY22111016750PE,NIFTY22111016750PE.csv
2022-11-07,NIFTY,2022-11-10,16800,CE,NIFTY22111016800CE,NIFTY22111016800CE.csv
2022-11-07,NIFTY,2022-11-10,16800,PE,NIFTY22111016800PE,NIFTY22111016800PE.csv
2022-11-07,NIFTY,2022-11-10,16850,PE,NIFTY22111016850PE,NIFTY22111016850PE.csv
2022-11-07,NIFTY,2022-11-10,16900,PE,NIFTY22111016900PE,NIFTY22111016900PE.csv
2022-11-07,NIFTY,2022-11-10,16950,PE,NIFTY22111016950PE,NIFTY22111016950PE.csv
2022-11-07,NIFTY,2022-11-10,17000,CE,NIFTY22111017000CE,NIFTY22111017000CE.csv
2022-11-07,NIFTY,2022-11-10,17000,PE,NIFTY22111017000PE,NIFTY22111017000PE.csv
2022-11-07,NIFTY,2022-11-10,17050,PE,NIFTY22111017050PE,NIFTY22111017050PE.csv
2022-11-07,NIFTY,2022-11-10,17100,CE,NIFTY22111017100CE,NIFTY22111017100CE.csv
2022-11-07,NIFTY,2022-11-10,17100,PE,NIFTY22111017100PE,NIFTY22111017100PE.csv
2022-11-07,NIFTY,2022-11-10,17150,PE,NIFTY22111017150PE,NIFTY22111017150PE.csv
2022-11-07,NIFTY,2022-11-10,17200,CE,NIFTY22111017200CE,NIFTY22111017200CE.csv
2022-11-07,NIFTY,2022-11-10,17200,PE,NIFTY22111017200PE,NIFTY22111017200PE.csv
2022-11-07,NIFTY,2022-11-10,17250,CE,NIFTY22111017250CE,NIFTY22111017250CE.csv
2022-11-07,NIFTY,2022-11-10,17250,PE,NIFTY22111017250PE,NIFTY22111017250PE.csv
2022-11-07,NIFTY,2022-11-10,17300,CE,NIFTY22111017300CE,NIFTY22111017300CE.csv
2022-11-07,NIFTY,2022-11-10,17300,PE,NIFTY22111017300PE,NIFTY22111017300PE.csv
2022-11-07,NIFTY,2022-11-10,17350,PE,NIFTY22111017350PE,NIFTY22111017350PE.csv
2022-11-07,NIFTY,2022-11-10,17400,CE,NIFTY22111017400CE,NIFTY22111017400CE.csv
2022-11-07,NIFTY,2022-11-10,17400,PE,NIFTY22111017400PE,NIFTY22111017400PE.csv
2022-11-07,NIFTY,2022-11-10,17450,CE,NIFTY22111017450CE,NIFTY22111017450CE.csv
2022-11-07,NIFTY,2022-11-10,17450,PE,NIFTY22111017450PE,NIFTY22111017450PE.csv
2022-11-07,NIFTY,2022-11-10,17500,CE,NIFTY22111017500CE,NIFTY22111017500CE.csv
2022-11-07,NIFTY,2022-11-10,17500,PE,NIFTY22111017500PE,NIFTY22111017500PE.csv
2022-11-07,NIFTY,2022-11-10,17550,CE,NIFTY22111017550CE,NIFTY22111017550CE.csv
2022-11-07,NIFTY,2022-11-10,17550,PE,NIFTY22111017550PE,NIFTY22111017550PE.csv
2022-11-07,NIFTY,2022-11-10,17600,CE,NIFTY22111017600CE,NIFTY22111017600CE.csv
2022-11-07,NIFTY,2022-11-10,17600,PE,NIFTY22111017600PE,NIFTY22111017600PE.csv
2022-11-07,NIFTY,2022-11-10,17650,CE,NIFTY22111017650CE,NIFTY22111017650CE.csv
2022-11-07,NIFTY,2022-11-10,17650,PE,NIFTY22111017650PE,NIFTY22111017650PE.csv
2022-11-07,NIFTY,2022-11-10,17700,CE,NIFTY22111017700CE,NIFTY22111017700CE.csv
2022-11-07,NIFTY,2022-11-10,17700,PE,NIFTY22111017700PE,NIFTY22111017700PE.csv
2022-11-07,NIFTY,2022-11-10,17750,CE,NIFTY22111017750CE,NIFTY22111017750CE.csv
2022-11-07,NIFTY,2022-11-10,17750,PE,NIFTY22111017750PE,NIFTY22111017750PE.csv
2022-11-07,NIFTY,2022-11-10,17800,CE,NIFTY22111017800CE,NIFTY22111017800CE.csv
2022-11-07,NIFTY,2022-11-10,17800,PE,NIFTY22111017800PE,NIFTY22111017800PE.csv
2022-11-07,NIFTY,2022-11-10,17850,CE,NIFTY22111017850CE,NIFTY22111017850CE.csv
2022-11-07,NIFTY,2022-11-10,17850,PE,NIFTY22111017850PE,NIFTY22111017850PE.csv
2022-11-07,NIFTY,2022-11-10,17900,CE,NIFTY22111017900CE,NIFTY22111017900CE.csv
2022-11-07,NIFTY,2022-11-10,17900,PE,NIFTY22111017900PE,NIFTY22111017900PE.csv
2022-11-07,NIFTY,2022-11-10,17950,CE,NIFTY22111017950CE,NIFTY22111017950CE.csv
2022-11-07,NIFTY,2022-11-10,17950,PE,NIFTY22111017950PE,NIFTY22111017950PE.csv
2022-11-07,NIFTY,2022-11-10,18000,CE,NIFTY22111018000CE,NIFTY22111018000CE.csv
2022-11-07,NIFTY,2022-11-10,18000,PE,NIFTY22111018000PE,NIFTY22111018000PE.csv
2022-11-07,NIFTY,2022-11-10,18050,CE,NIFTY22111018050CE,NIFTY22111018050CE.csv
2022-11-07,NIFTY,2022-11-10,18050,PE,NIFTY22111018050PE,NIFTY22111018050PE.csv
2022-11-07,NIFTY,2022-11-10,18100,CE,NIFTY22111018100CE,NIFTY22111018100CE.csv
2022-11-07,NIFTY,2022-11-10,18100,PE,NIFTY22111018100PE,NIFTY22111018100PE.csv
2022-11-07,NIFTY,2022-11-10,18150,CE,NIFTY22111018150CE,NIFTY22111018150CE.csv
2022-11-07,NIFTY,2022-11-10,18150,PE,NIFTY22111018150PE,NIFTY22111018150PE.csv
2022-11-07,NIFTY,2022-11-10,18200,CE,NIFTY22111018200CE,NIFTY22111018200CE.csv
2022-11-07,NIFTY,2022-11-10,18200,PE,NIFTY22111018200PE,NIFTY22111018200PE.csv
2022-11-07,NIFTY,2022-11-10,18250,CE,NIFTY22111018250CE,NIFTY22111018250CE.csv
2022-11-07,NIFTY,2022-11-10,18250,PE,NIFTY22111018250PE,NIFTY22111018250PE.csv
2022-11-07,NIFTY,2022-11-10,18300,CE,NIFTY22111018300CE,NIFTY22111018300CE.csv
2022-11-07,NIFTY,2022-11-10,18300,PE,NIFTY22111018300PE,NIFTY22111018300PE.csv
2022-11-07,NIFTY,2022-11-10,18350,CE,NIFTY22111018350CE,NIFTY22111018350CE.csv
2022-11-07,NIFTY,2022-11-10,18350,PE,NIFTY22111018350PE,NIFTY22111018350PE.csv
2022-11-07,NIFTY,2022-11-10,18400,CE,NIFTY22111018400CE,NIFTY22111018400CE.csv
2022-11-07,NIFTY,2022-11-10,18400,PE,NIFTY22111018400PE,NIFTY22111018400PE.csv
2022-11-07,NIFTY,2022-11-10,18450,CE,NIFTY22111018450CE,NIFTY22111018450CE.csv
2022-11-07,NIFTY,2022-11-10,18450,PE,NIFTY22111018450PE,NIFTY22111018450PE.csv
2022-11-07,NIFTY,2022-11-10,18500,CE,NIFTY22111018500CE,NIFTY22111018500CE.csv
2022-11-07,NIFTY,2022-11-10,18500,PE,NIFTY22111018500PE,NIFTY22111018500PE.csv
2022-11-07,NIFTY,2022-11-10,18550,CE,NIFTY22111018550CE,NIFTY22111018550CE.csv
2022-11-07,NIFTY,2022-11-10,18550,PE,NIFTY22111018550PE,NIFTY22111018550PE.csv
2022-11-07,NIFTY,2022-11-10,18600,CE,NIFTY22111018600CE,NIFTY22111018600CE.csv
2022-11-07,NIFTY,2022-11-10,18600,PE,NIFTY22111018600PE,NIFTY22111018600PE.csv
2022-11-07,NIFTY,2022-11-10,18650,CE,NIFTY22111018650CE,NIFTY22111018650CE.csv
2022-11-07,NIFTY,2022-11-10,18650,PE,NIFTY22111018650PE,NIFTY22111018650PE.csv
2022-11-07,NIFTY,2022-11-10,18700,CE,NIFTY22111018700CE,NIFTY22111018700CE.csv
2022-11-07,NIFTY,2022-11-10,18700,PE,NIFTY22111018700PE,NIFTY22111018700PE.csv
2022-11-07,NIFTY,2022-11-10,18750,CE,NIFTY22111018750CE,NIFTY22111018750CE.csv
2022-11-07,NIFTY,2022-11-10,18750,PE,NIFTY22111018750PE,NIFTY22111018750PE.csv
2022-11-07,NIFTY,2022-11-10,18800,CE,NIFTY22111018800CE,NIFTY22111018800CE.csv
2022-11-07,NIFTY,2022-11-10,18800,PE,NIFTY22111018800PE,NIFTY22111018800PE.csv
2022-11-07,NIFTY,2022-11-10,18850,CE,NIFTY22111018850CE,NIFTY22111018850CE.csv
2022-11-07,NIFTY,2022-11-10,18850,PE,NIFTY22111018850PE,NIFTY22111018850PE.csv
2022-11-07,NIFTY,2022-11-10,18900,CE,NIFTY22111018900CE,NIFTY22111018900CE.csv
2022-11-07,NIFTY,2022-11-10,18900,PE,NIFTY22111018900PE,NIFTY22111018900PE.csv
2022-11-07,NIFTY,2022-11-10,18950,CE,NIFTY22111018950CE,NIFTY22111018950CE.csv
2022-11-07,NIFTY,2022-11-10,19000,CE,NIFTY22111019000CE,NIFTY22111019000CE.csv
2022-11-07,NIFTY,2022-11-10,19000,PE,NIFTY22111019000PE,NIFTY22111019000PE.csv
2022-11-07,NIFTY,2022-11-10,19050,CE,NIFTY22111019050CE,NIFTY22111019050CE.csv
2022-11-07,NIFTY,2022-11-10,19100,CE,NIFTY22111019100CE,NIFTY22111019100CE.csv
2022-11-07,NIFTY,2022-11-10,19150,CE,NIFTY22111019150CE,NIFTY22111019150CE.csv
2022-11-07,NIFTY,2022-11-10,19200,CE,NIFTY22111019200CE,NIFTY22111019200CE.csv
2022-11-07,NIFTY,2022-11-10,19250,CE,NIFTY22111019250CE,NIFTY22111019250CE.csv
2022-11-07,NIFTY,2022-11-10,19300,CE,NIFTY22111019300CE,NIFTY22111019300CE.csv
2022-11-07,NIFTY,2022-11-10,19350,CE,NIFTY22111019350CE,NIFTY22111019350CE.csv
2022-11-07,NIFTY,2022-11-10,19400,CE,NIFTY22111019400CE,NIFTY22111019400CE.csv
2022-11-07,NIFTY,2022-11-10,19450,CE,NIFTY22111019450CE,NIFTY22111019450CE.csv
2022-11-07,NIFTY,2022-11-10,19500,CE,NIFTY22111019500CE,NIFTY22111019500CE.csv
2022-11-07,NIFTY,2022-11-10,19550,CE,NIFTY22111019550CE,NIFTY22111019550CE.csv
2022-11-07,NIFTY,2022-11-10,19600,CE,NIFTY22111019600CE,NIFTY22111019600CE.csv
2022-11-07,NIFTY,2022-11-10,19650,CE,NIFTY22111019650CE,NIFTY22111019650CE.csv
2022-11-07,NIFTY,2022-11-10,19700,CE,NIFTY22111019700CE,NIFTY22111019700CE.csv
2022-11-07,NIFTY,2022-11-10,19750,CE,NIFTY22111019750CE,NIFTY22111019750CE.csv
2022-11-07,NIFTY,2022-11-10,19800,CE,NIFTY22111019800CE,NIFTY22111019800CE.csv
2022-11-07,NIFTY,2022-11-10,19850,CE,NIFTY22111019850CE,NIFTY22111019850CE.csv
2022-11-07,NIFTY,2022-11-10,19900,CE,NIFTY22111019900CE,NIFTY22111019900CE.csv
2022-11-07,NIFTY,2022-11-10,19950,CE,NIFTY22111019950CE,NIFTY22111019950CE.csv
2022-11-09,BANKNIFTY,2022-11-10,30500,PE,BANKNIFTY22111030500PE,BANKNIFTY22111030500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,31000,PE,BANKNIFTY22111031000PE,BANKNIFTY22111031000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,31500,PE,BANKNIFTY22111031500PE,BANKNIFTY22111031500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,32000,PE,BANKNIFTY22111032000PE,BANKNIFTY22111032000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,32500,PE,BANKNIFTY22111032500PE,BANKNIFTY22111032500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,33000,PE,BANKNIFTY22111033000PE,BANKNIFTY22111033000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,33500,PE,BANKNIFTY22111033500PE,BANKNIFTY22111033500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,34000,PE,BANKNIFTY22111034000PE,BANKNIFTY22111034000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,34500,PE,BANKNIFTY22111034500PE,BANKNIFTY22111034500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35000,CE,BANKNIFTY22111035000CE,BANKNIFTY22111035000CE.csv
2022-11-09,BANKNIFTY,2022-11-10,35000,PE,BANKNIFTY22111035000PE,BANKNIFTY22111035000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35300,PE,BANKNIFTY22111035300PE,BANKNIFTY22111035300PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35400,PE,BANKNIFTY22111035400PE,BANKNIFTY22111035400PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35500,PE,BANKNIFTY22111035500PE,BANKNIFTY22111035500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35600,PE,BANKNIFTY22111035600PE,BANKNIFTY22111035600PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35700,PE,BANKNIFTY22111035700PE,BANKNIFTY22111035700PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35800,PE,BANKNIFTY22111035800PE,BANKNIFTY22111035800PE.csv
2022-11-09,BANKNIFTY,2022-11-10,35900,PE,BANKNIFTY22111035900PE,BANKNIFTY22111035900PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36000,CE,BANKNIFTY22111036000CE,BANKNIFTY22111036000CE.csv
2022-11-09,BANKNIFTY,2022-11-10,36000,PE,BANKNIFTY22111036000PE,BANKNIFTY22111036000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36100,PE,BANKNIFTY22111036100PE,BANKNIFTY22111036100PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36200,PE,BANKNIFTY22111036200PE,BANKNIFTY22111036200PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36300,PE,BANKNIFTY22111036300PE,BANKNIFTY22111036300PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36400,PE,BANKNIFTY22111036400PE,BANKNIFTY22111036400PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36500,PE,BANKNIFTY22111036500PE,BANKNIFTY22111036500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36600,PE,BANKNIFTY22111036600PE,BANKNIFTY22111036600PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36700,PE,BANKNIFTY22111036700PE,BANKNIFTY22111036700PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36800,PE,BANKNIFTY22111036800PE,BANKNIFTY22111036800PE.csv
2022-11-09,BANKNIFTY,2022-11-10,36900,PE,BANKNIFTY22111036900PE,BANKNIFTY22111036900PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37000,CE,BANKNIFTY22111037000CE,BANKNIFTY22111037000CE.csv
2022-11-09,BANKNIFTY,2022-11-10,37000,PE,BANKNIFTY22111037000PE,BANKNIFTY22111037000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37100,PE,BANKNIFTY22111037100PE,BANKNIFTY22111037100PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37200,PE,BANKNIFTY22111037200PE,BANKNIFTY22111037200PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37300,PE,BANKNIFTY22111037300PE,BANKNIFTY22111037300PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37400,PE,BANKNIFTY22111037400PE,BANKNIFTY22111037400PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37500,CE,BANKNIFTY22111037500CE,BANKNIFTY22111037500CE.csv
2022-11-09,BANKNIFTY,2022-11-10,37500,PE,BANKNIFTY22111037500PE,BANKNIFTY22111037500PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37600,PE,BANKNIFTY22111037600PE,BANKNIFTY22111037600PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37700,PE,BANKNIFTY22111037700PE,BANKNIFTY22111037700PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37800,PE,BANKNIFTY22111037800PE,BANKNIFTY22111037800PE.csv
2022-11-09,BANKNIFTY,2022-11-10,37900,PE,BANKNIFTY22111037900PE,BANKNIFTY22111037900PE.csv
2022-11-09,BANKNIFTY,2022-11-10,38000,CE,BANKNIFTY22111038000CE,BANKNIFTY22111038000CE.csv
2022-11-09,BANKNIFTY,2022-11-10,38000,PE,BANKNIFTY22111038000PE,BANKNIFTY22111038000PE.csv
2022-11-09,BANKNIFTY,2022-11-10,38100,PE,BANKNIFTY22111038100PE,BANKNIFTY22111038100PE.csv
2022-11-09,BANKNIFTY,2022-11-10,38200,PE,BANKNIFTY22111038200PE,BANKNIFTY22111038200PE.csv
